Tweet Number,Tweet,Sentiment
1110,"@rryancc @MSNBC #PresidentialDebate2020 #PresidentialDebate Dump #Trump2020 the immoral, narcissist NO #FloridaForTrump #TrumpsCorruptCircus #TrumpsTheBiggestLiarEver Vote #JoeBiden a decent, moral man who will bring America together!! #TrumpIsPathetic #CorruptTrump #PutinsPuppet #DonTheCon",Negative
1111,Biden is in. 46th President of the United States. #Election2020 #Election2020Results #Trump #Biden https://t.co/rx0S99Agyz,Positive
1112,Still finishing the 2016 numbers #Nevada #Elections2020 #Election2020 #USElection2020 #USWahlen2020 #Trump #Biden #Trump2020 #COVID19 #USElection #TrumpvsBiden #AmericaDecides2020 #2020Election #VoteBlueToEndTheNightmare #VOTE #AmericaDecides2020 https://t.co/pzFDrFUEZI,Neutral
1113,"@realDonaldTrump @60Minutes What are you, 6 years old? #BigBaby Attack a leading, beloved scientist and reference Bob Hope, hoping seniors will side with you. #Hateful #Disgraceful #WeLoveDrFauci #Science #Vote #VoteForOurLives #JoeBiden is a #GROWNUP",Negative
1114,#BidenHarris2020 ????  #JoeBiden is comprised https://t.co/OwLsTsYNLR,Negative
1115,"I wonder, what will be the #mainstreammedia excuse if #Trump wins? Now they pour information about #Biden leading. Everybody's doubting that. And for more than one logical reasons. So if they are wrong, will that mean that #US #Media is useless?",Negative
1116,"in place of fear and hate, where is the love? #Biden  https://t.co/oxO9Co4oQc",Negative
1117,FINALLY @CNN projects for #BIDEN,Positive
1118,"Not an American nor have a horse in the race, but how the hell is Michigans vote count at 54%, while Arizona who is 3 time zones behind has been counted already. #USElection #trump #biden #notrigged",Negative
1119,#Twitter is now the enemy of the #conservative voice and also for the #Truth... they are suppressing news and should be held accountable! They are pushing the #Liberal agenda! #NewYorkPost #Biden #WheresHunter #RETWEEET https://t.co/tc8yUnr6ft,Negative
1120,IT IS A GOOD DAY! #Election2020 #Biden #BidenHarris,Negative
1121,@ElenaTrueba100 @Maureen52375 Hello Elenita😘😘😘 want time go to the #Biden rally tomorrow? We are always in the mood for some Elenita🤣❤️,Positive
1122,"@MeidasTouch Absolutely AWESOME 👏 very inspiring to see that even waiting in line to vote can be a great experience....watching/clapping mandatory, dancing optional LOL #VoteBlueToEndThisNightmare #Biden #TrumpIsPathetic",Negative
1123,"#Biden And there it is, #Pennsylvania2020 flips #blue , potentially decisive. https://t.co/olsWNzRgmQ",Positive
1124,"BIDEN on ???: ‘My Deal, My Deal is the Crucial Framework, Not the New Green Deal!’ | Sean Hannity https://t.co/mRjRs2lOG0 ~ #Biden #GreenNewDeal",Negative
1125,"It’s Election Eve, so don’t forget to put out your Clorox &amp; cookies! Fingers crossed a big fat man will come down the chimney and BURN. #ElectionDay #TrumpCollapse #Biden #BidenHarris2020ToSaveAmerica",Positive
1126,"@JoeBiden Respected #JoeBiden,  You have struggled hard and come a long way in your political career and your life.  You genuinely ""deserve"" the PRESIDENTSHIP of America.  Make the most of it.  Bring about a ""positive"" change in your country.  Wishing you all the best.👍 https://t.co/a20SkUdnXp",Positive
1127,https://t.co/5CQMAsvcqu Congratulations Joe Biden #JoeBiden #BidenHarris2020 #BidenPresident #TrumpOut #DonaldTrump #USElectionResults2020 https://t.co/OUwRjTxBQF,Negative
1128,Giant inflatable Donald Trump Rat  is now being deflated while everyone is cheering while Celebrating #Election2020 #JoeBiden #newpresident #whitehouse #USElections2020 #Dc #PresidentElectJoe #dcprotest #dcprotests #WashingtonDC #Breaking #BidenHarris #BLMPlaza #BidenHarris2020 https://t.co/Zm3Vu5yPjS,Positive
1129,It's official! #Biden is President-Elect! #KamalaHarrisMadamVicePresidentElect Woo-woo!,Positive
1130,@NBCNews @NBC @MSNBC You are giving to Trump because he would not do it any other time?  That should be his problem  Another time slot or nothing!  He's  not rating worthy anyway. I can't wait to watch #joebiden on @ABC https://t.co/tl5cJUvdvG,Negative
1131,I keep saying it....but #Philly is giving me life. Those mailbox costumes 👏🏽. #Election2020  #BidenHarris2020 #Biden #Pennsylvania2020 https://t.co/o99Zm0q0TZ,Positive
1132,@AriMelber My flag is ready to hang outside once Joe wins!!! I live in Texas in a very red neighborhood so this will be my Karma!! #biden/Harris 💙,Positive
1133,Or if you want to Be Like Joe  ---- wear 2 masks like this stupid hump does.    Can't wait to see him start yelling at the debate!  #JoeBiden    @MarkDice https://t.co/Knc71KPO2j,Negative
1134,@unikador The smell of Electoral fraud has taken over the #USA democrats #Globalists Ayatollah Joe #Biden 's campaign We are coming to Karbala G Soros &gt; They is involved in world politics #war revolution #vandalized #terrorists socialism leftism Islamists virus etc https://t.co/iL8OLcerih,Negative
1135,@LindaSuhler @realDonaldTrump #VoterFraud #VoteBlue #SaveUSPS #MAGA #FoxNews #GOP #BidenHarris #Trump2020  #BidenHarris2020 #COVID19 #CNN #Twitter #Treason #Biden2020 #Biden #sanders Best thing that ever happened. Now Trump can kick shit and straighten America out. https://t.co/CRIRWYl75n,Negative
1136,#STOPTHESTEAL #ElectionResults2020 #TheWorldIsWatching #CorruptDemocrats #Biden #BidenHarris2020 https://t.co/V0IyG7jttl,Negative
1137,"FYI:👊In PA Trump's lead is DOWN  DRAMATICALLY  Sec of State Boockvar said Wed nite they have made ""excellent progress"" but estimated it will be ""a matter of days before the overwhelming majority of mail in ballots are counted” GA #Biden is GAINING 👏👏 https://t.co/ROdqL8VOX1",Positive
1138,#Biden is the right person for this moment!!  #America... https://t.co/wUdiOB0ynv,Positive
1139,"@TributeProjects @LisaMarieBoothe We should #VoteBiden who's caring, not indifferent to ppl's suffer'g  #JoeBiden has clearly stated he'll be a pres. for ALL in #BothRedAndBlueStates  #Biden will seek to unify the country  #Biden listens to #science abt #COVID19 &amp; will hire #Fauci❣  #VoteBidenHarrisToSaveAmerica",Positive
1140,I honestly have to say that @lynndde88 and I have literally sat around the kitchen table to discuss issues. Often they relate to the current #President . It’s definitely more than it used to be. So keep going #JoeBiden we need some answers. #debate,Neutral
1141,#Trump builds the wall &amp; #Biden says he wants to tear it down WTF is wrong with our America 👁,Negative
1142,Breaking:Amazon centers nationwide brace themselves for mass return of Trumpy Bears: #politico #DailyStar #NYPost  #2020PresidentialElection #Biden #Trump https://t.co/F6BrisYzG4,Negative
1143,Liberal-left media's disinformation campaign to hide the truth about #Biden and #HunterBidenEmails WHILE American's are voting in 2020 must amaze even former Soviet KGB agent Putin. https://t.co/eXBlPKD0YG,Neutral
1144,This is going to be epic!  #LatinosForTrump #TrumpPence2020 #TrumpDance #Biden #BidenHarrisLandslide2020 #HunterBiden #HuntersLapTop #Election2020 #Florida #Arizona #NewMexico #Texas #Nevada #lasvegasstrip  https://t.co/pplnW6HpH6,Negative
1145,"Outrageous, unprecedented, and incorrect: Joe Biden campaign team responds to Trump's victory remark https://t.co/Gpohy5EXnD #USElections2020 #Winconsin  #JoeBiden #DonaldTrump",Negative
1146,"Everyone's too busy talking about @JoeBiden to ask any questions about what @BarackObama knew. 🤔  @HillaryClinton is suspiciously quiet, too.  @SpeakerPelosi must be furious. Game's over.  #ClintonEmails #NYPost #Biden #UkraineGate #MAGA #Debates2020 #TrumpLandslideVictory2020",Negative
1147,Bad man said mean thing about Joe Biden. He can talk properly. @DHughesy #bidenwordsalad #joebiden https://t.co/qODn6pnkxe,Negative
1148,Yessssss baby! #Biden,Positive
1149,#VotersDecided #Election2020 #BidenHarris2020 #Biden #VotersDecide #MakeAmericaGreatAgain https://t.co/v0gQhQsQVU,Positive
1150,God bless America! #JoeBiden,Positive
1151,@sharkyrae We’ve got this!! Pennsylvania turn back blue for #Biden   Pennsylvania has millions or over 1 million ballots they haven’t even counted!!!!! we can do this! #BidenHarris2020 Come on Pennsylvania! https://t.co/tB3S4XdRgc,Positive
1152,@dcexaminer SCARY #orwellian media is swinging me over to #Trump  Not a single story remotely critical of #biden on  #msn #yahoo news #google #flipboard #cnn etc. #MSM media outlets have ZERO even mildly critical reporting about #JoeBiden 5 days before an election? It's Flipping #creepy,Negative
1153,@GeoffRBennett I’m sorry but come January 21 he will either come out on his own or they will take him out screaming. I don’t care how but #JoeBiden is moving in!,Positive
1154,Think this should be the #Biden campaign theme song!  #BidenHarris2020 (Sick assed mofos) #HarrisBiden2020  https://t.co/2a0EsgU3Oy,Negative
1155,Heartly congratulations to the Next President of America Mr.Joe Biden and Vice President Kamala Harris...Big Salute to the cintizens of United states of Ameeica💐💐👍👍#JoeBiden and #KamalaHarris 😍 https://t.co/JAQdym6rYC,Positive
1156,Would King #Trump &amp; Prime Minister #Biden be an acceptable compromise for the #USA? #ElectionResults2020 #Election2020 #ElectionDay #elections,Neutral
1157,"Everyone saying this election is rigged &amp; calling for vote counts to stop SURE DIDN’T HAVE A PROBLEM WHEN IT WAS PROVEN RUSSIANS MEDDLED IN THE 2016 ELECTION. So, to all you wonderfully hypocritical MAGAts, shut the FUCK up. #Biden #CountAllTheVotes #EveryVoteCounts #KeepTheFaith",Negative
1158,Today I'm talking Campaign 2020 with @K_JeanPierre Senior Adviser @JoeBiden #BidenHarris2020Campaign &amp; #KamalaHarrisVP Chief of Staff &amp; former @MSNBC Political Analyst,Positive
1159,@realDonaldTrump NOV. 3rd 2020 TRUMP PENCE OUT 🇺🇸😷👍  #Trump #MitchMcConnell #WilliamBarr #NancyPelosi #JoeBiden #ChuckSchumer #AdamSchiff #BlameTrump #DNC2020 #trumpout  Go 2: https://t.co/XtiOln7bUF to register ( Update your address )  WATCH VIDEO 👇 https://t.co/PNxwpEhLxA  Oh. It's on https://t.co/WtCvwU6l53,Negative
1160,Biden vs Trump: Sector ETFs to play if Democrats win US election  #ETFs #Trump #Biden #USElection #bluewave  https://t.co/hU5qKdqqE4,Neutral
1161,On #Biden healing the country &amp; coming together...  We've been waiting for hate &amp; intolerance to lessen for 4 yrs.  #Biden ask them now to tolerate different political views and stop villainizing us.  #ThePostElection #latinos mail democratic party,Negative
1162,@realDonaldTrump @BreitbartNews Did Something Happen to #JoeBiden? https://t.co/EYzyq9QVaS via @YouTube,Negative
1163,they both suck but settle for biden #debate #Debates2020            #PresidentialDebate2020 #BidenHarris2020 #TrumpIsPathetic #DebateTonight #Election2020 #debates #VoteBidenHarris2020 #TrumpMeltdown #Trump #Biden https://t.co/1kxDb33QCE,Negative
1164,"@michaeljknowles Dozens of Michigan counties used the same software that caused 6,000 votes in one county to switch from Trump to Biden  #RedCountiesMatter  #VoteSwitch  #VoteCountSoftware  #Biden #VoteFraud #Democats #VoterID #ElectoralReform https://t.co/sbTBWiLMyD",Negative
1165,#JoeBiden's first day in office - Ctrl+Z,Neutral
1166,@EssayOpinion PLEASE don't vote for #JoeBiden once i asked who Joe was and someone said Joe mama very troll don't get fooled my friend,Negative
1167,The Shady Dealings of the Biden’s! @realDonaldTrump @RudyGiuliani #HuntersLapTop #JoeBiden #BidenCrimeSyndicate #SteveBannon #TakeDownTheCCP #Lude #DrYan #MilesGuo #LockThemUp #FridayFeeling https://t.co/ZMJNf1OR0J,Negative
1168,For the FIRST TIME in my life I'm choosing politics over sports. I could care less about what team won or lost. We got our country back today! Congratulations #JoeBiden and #KamalaHarris #JoeBidenPresidentElect #KamalaHarrisVP #WelcomeBackAmerica https://t.co/dc12WoTsMq,Positive
1169,"#Orderoutofchaos #Illuminati #Election2020 #trump #Biden// Okay, so here's our thoughts - officially on this election. Trump will remain president for the next, four years. He was selected for this position, years and years ago by the Jesuits. It may take days or even weeks for",Negative
1170,@RonLebow @Barrabarra5 He’s protecting his client somewhere. Shameful and so corrupt! Take your ass out with Trump when Biden and Harris are elected! #VoteThemAllOut2020 #Biden https://t.co/P7mzyRoSWZ,Negative
1171,"@RBReich #Trump raised average family income $6,000 first 3 years in office -more than 5 times the gains during the 8 year Obama/ #Biden administration! And 🤪Joe wants to raise YOUR IRS tax rates to 52%, keep HIGH #ACA deductible/premiums #UndecidedVoters #Election2020 #CNN #MSNBC",Negative
1172,@ReallyAmerican1 #PresidentBiden #Elections2020 #USElection #TrumpvsBiden #CountEveryVote #Biden,Neutral
1173,If #trump loses it will be a civil war no American who sees the corruption qill stand for it if #biden wins riots will start again antifa and other organizations this election mail in ballots are a fraud in NYC you dont need to show an id to vote ridiculous corrupt #Election2020,Negative
1174,It is time that @realDonaldTrump will send the police to #jack and #Twitter HQ #maga #trump #BidenEmails #biden,Negative
1175,My first twit in a long time. Congratulations Joe! #JoeBiden #Election2020 #USAelection2020 #elections,Positive
1176,Go home Donald!! #JoeBiden #Vote2020 #AmericaElection Congratulations to new President @JoeBiden  and new Vice-president @KamalaHarris https://t.co/7g7xGMII3J,Positive
1177,We ready! Congratulations #Biden #46,Positive
1178,Lori #Lightfood a terrorist spreading the plague #DemocratsAreDestroyingAmerica #Biden #Elections2020 https://t.co/eJlmKyVt2Y,Negative
1179,"A usually solidly Republican state #Kansas appears to be swinging blue as #Biden leads with 53.7%, with about a third of votes counted #Election2020",Neutral
1180,@realDonaldTrump @GStephanopoulos He kicked your ass on ratings and information.  He was presidential. You had people staged..can’t wait to case my vote for Biden Harris! #BidenHarris2020 #JoeWillLeadUs #JoeBiden #JoeforPresident,Positive
1181,"One bright spot for #Republicans after today's #BlueWave.  #Democrats are tied to #JoeBiden &amp; #KamalaHarris.  Republicans have 4 years to come up with a winning ticket that can beat them.  November 5, 2024 is 1462 days away.  #BlueWave2020 #RedBloodbath #Election #ElectionDay2024",Negative
1182,#DemCast #wtpsenate #wtpBlue #wtpBiden #BLM #MSNBCLive #MSNBC #Resist #DumpTrump #TeamJustice #BidenHarris #BlueWave #JoeBiden #JoeBidenKamalaHarris. #wtpsenate #voteblue #wtpBlue #DemVoice1 https://t.co/K9s0I2OsDV,Positive
1183,If Ted Cruz was always right he would be #POTUS today Expose #biden corruption https://t.co/2RBrXvXhHH,Neutral
1184,"Some of Y all really tripping with saying ""now go pay those taxes!' ""Now we have to let people/refugees immigrate from horrible places"" . also, bitch trump paid 750$ tax as a president, and no one thinks that's a fraud? #TrumpVsBidenFight #biden #trump #USElections",Negative
1185,Yup.  #BidenHarris #JoeBiden #KamalaHarris #BidenHarris2020 #Resistance #VoteEarly #Vote2020 https://t.co/FMfX9pWzDH,Positive
1186,"@realDonaldTrump HOW IS THIS A SURPRISE  #JoeBiden told us to take the virus seriously  #DonnyDontCount told us to ignore it  OF COURSE THE MAIL-IN BALLOTS ARE BLUE HELLO  Seriously, dude, this is a surprise to NO ONE BUT YOU.  Why is that?  (Hint: look up Dunning–Kruger)",Negative
1187,Diddy endorses #JoeBiden and launches his own political party. https://t.co/bGDw1i6r3i https://t.co/Lk3WZeNt61,Neutral
1188,Busted -- Questioner from #JoeBiden #TownHall on #ABC was Former #Obama Speechwriter: https://t.co/ad73c49Dg5.,Negative
1189,I haven't been this excited for #SNL in a long long time. Wish I was a fly on the wall in the writer's room. But not the Mike Pence fly...that's gross. #DaveChappelle #saturdaynightlive #trump #biden,Positive
1190,@JudgeJeanine Exactly @JudgeJeanine...With gaffes like these #Biden has already handed @realDonaldTrump a #reelection landslide many times over!,Negative
1191,"Awe, do the  #QAnons make you see things you’d rather avoid, my little thieving #liberals ?  And while I think #JoeBiden is simply a disabled silly old man his son #HunterBiden is the absolute most disgusting &amp; vile human since .@Janefonda  mama said, make good choices #trump",Negative
1192,#Trending #Elections2020 #Trump #JoeBiden #Democrats #Republicans #College #University #Labor #Law #CyberSecurity #Hackers #Military https://t.co/MtETqjxos1,Neutral
1193,Trump with the current voting #forecast he is at 261. Will #biden keep fighting until the end or surrender?  #Election2020 @realDonaldTrump @JoeBiden #FoxNews #CNNelection https://t.co/OmzotY7KQt,Neutral
1194,@ProjectVeritas Doing outstanding work! #VOTERFRAUD #Biden #Trump #Election2020  https://t.co/V8rxa8aYe6,Negative
1195,"@TravisAllen02 Not the one on #NBC  Doesnt matter, still voting for #BIDEN",Negative
1196,The New York Times: Cheers Erupt on #NYC Streets After #Biden’s #Victory Is Declared. https://t.co/EznlEarPiD  via @GoogleNews,Positive
1197,#JoeBiden and the Democrats are responsible for all the division in America.  #WorldSeries #TrumpPence2020 #TRUMP2020ToSaveAmerica,Negative
1198,"Say what you will about Trump. Love him, hate him, whatever...  But if you think you are getting something better with #JoeBiden then you haven’t done your research. https://t.co/aQihnNGOq0",Negative
1199,"Leading again, by example + #JoeBiden #VoteBidenHarris2020  😷 https://t.co/mXfilonOTs",Positive
1200,"@eugenegu @Gamble23Daisy Problem is, the US can only stop infections/deaths if it goes into widespread lockdowns and has nationwide mandatory masks wearing. If #Biden orders this, there will be riots.",Negative
1201,"@realDonaldTrump I agree with You, Nobody should vote for  Hunter Biden, instead everybody should vote for Joe Biden. #joebiden . #BidenHarris2020",Positive
1202,#Trump surpassing #Biden but the game is still on .. #USElection2020,Neutral
1203,"Fox News is suggesting ""fraud"" yet they never mention that each count had GOP observers, NONE of whom called out any potential ""fraud"" when Georgia etc are GOP controlled?  So why are they lying to their viewers and pretending there is vote fraud?  Why are they lying?#JoeBiden",Negative
1204,#JoeBiden and the Swamp Rats https://t.co/omPo7hRtoK,Negative
1205,#Trump really feels like he just keeps justifying his failures; #Biden is once again speaking to the American people.  #Debates2020 #PresidentialDebate2020,Negative
1206,Lyin’ Joe Biden #Biden is a lying national disgrace https://t.co/k8oAMKAtqL,Negative
1207,#Absolutely. #True. #Election2020 #Elections2020 #Elecciones2020 #ElectionDay #ElectionNight  #ElectionWeek #VOTE #VoteCount2020 #Vote2020 #America #AmericaVotes🗽 #JoeBiden @JoeBiden #GoJoe! #GoJoeGo! #BidenHarris2020 #KamalaHarris @KamalaHarris Good afternoon :) https://t.co/Kz9DkAE73w,Negative
1208,"#JoeBiden thinks an eight year old can make a decision to be a transsexual. That's one of the stupidest things I've heard from that STUPID man. Transsexuals need help, not encouragement. #Trump2020NowMoreThanEver",Positive
1209,"#JoeBiden and #HillaryClinton #,gross https://t.co/QWPVvLsSRD",Negative
1210,"@HamillHimself The likes to this tweet are going up approx 1 per second, which is heartening, sadly it’s now the same as CV19 infections. 1 American per second. Do vote, wear masks, look after your community, just a wave at a neighbour can make a difference. Stay safe, vote for better #Biden",Positive
1211,The more I’m watching #JoeBiden more I’m believing he could’ve been a good president.. Obama must be thankful to him for having him as vice president..,Positive
1212,@TheLeadCNN @jaketapper @ArletteSaenz Breaking! The Mute Button Enforcer :) *CLICK* on the mute button &amp; READ!  VOTE JOE because do we really need to say why anymore. #JoeBiden @JoeBiden https://t.co/gO7xHFzgMm,Positive
1213,I just visited @JoeBiden and finally got to visit the White House!!  #JoeBiden  #Vote https://t.co/Mx8tKDlneY,Positive
1214,#thursdaymorning #JayCutler #BidenCrimeFamiily #BidenHarris2020 #Trump2020 The #HunterBiden audio sounds almost like #JoeBiden #BidenCorruption https://t.co/ukBDD3hRDE,Negative
1215,@realDonaldTrump there is no future with #Trump  Vote #Biden,Negative
1216,"Often plagiarizes foreign leaders Has lied multiple times about his resume Too ""hands on"" ask Tara Reade Joe and Hunter, China, Russia, Ukraine connection Has had two brain aneurysms #CrookedJoeBiden #Vote #Trump2020 #Biden for Resident #TrumpforPresident",Negative
1217,@PFlat2 @co_hurricane If it's not a #TrumpRally but pro #Biden it's  not a #SuperSpreader of #COVID__19 #MSMIsTheEnemyOfThePeople,Negative
1218,"In the United States of America, candidates don’t decide election outcomes,the American people do. . Now only Postal Votes Left that is favourable for Joebiden #JoeBidenKamalaHarris2020 #JoeBiden #Elections2020 #ElectionResults2020 #USElections #USElectionResults #TrumpvsBiden https://t.co/1jAn6NcFaS",Positive
1219,Why isn’t #BernieSanders and #BernieBros aren’t slamming #Biden for all the millions of dollars being donated by #Wallstreet and big banks to his campaign ? 🤔 https://t.co/zD6JQxfadv #hypocrisy #Biden #Wallstreet  owns #Biden,Negative
1220,@KamalaHarris out here looking like Scorpion ready to kick some a$$ #Election2020 #bidenharis2020 #Biden #KamalaHarris https://t.co/YyZFQWcSwH,Neutral
1221,#ByeByeTrump #BidenHarris2020 #Election2020 #PresidentElectJoe #bidenharis2020 #YOUREFIRED #USElectionResults2020 #Trump #JoeBiden #whatishappeninginthailand #SarkaruVaariPaata #saveamaravathi #saveamaravathifarmers #nature #SundayThoughts #SundayMorning https://t.co/nAxvYNhJMD,Positive
1222,#BoilerMakers are pissed off at @JoeBiden for lying about their endorsement. #Union #Unionstrong #UnionPatriotes #Endorsed #Trump #America #Biden #Democrats,Negative
1223,#Trump vs. #Biden is this fall’s main event. Here’s your election breakdown. https://t.co/Wt88fcUxVA,Neutral
1224,#vote #election2020 #bidenharris2020 #biden #democracy @ The Baltimore Museum of Art https://t.co/lms7VE3xkE,Neutral
1225,Possiamo ballare #McDonald #Trump ha perso! #Biden #Trump #StatiUniti #elections https://t.co/bHfpi2F4id,Positive
1226,"@ABC This address is going to put back again the strong America we know before 2016. Dignity,unity among Americans that's what we want. Cooperate and being together that's all. #UnitedStatesofAmerica #2020Elections #JoeBiden #KamalaHarris #JoeBidenKamalaHarris2020 🇺🇸🇺🇸",Positive
1227,@MalaR1der @chloebennet people saying same thing about #JoeBiden,Negative
1228,True...#JoeBiden doesn't try to down Trump's kids even tho they don't deserve that respect.Those piss-ants say something everyday about Biden #JoeBidenKamalaHarris2020 #MSNBC,Negative
1229,This is what #joebiden calls african american people ⁦@BET⁩ ⁦@espn⁩ ⁦@shakira⁩ ⁦@britneyspears⁩ ⁦@cnnbrk⁩ ⁦@narendramodi⁩ ⁦@selenagomez⁩ ⁦@KimKardashian⁩ ⁦@jtimberlake⁩ ⁦@justinbieber⁩ ⁦@katyperry⁩ https://t.co/II9fyjhL7k,Negative
1230,My Michigan trifecta is complete.  #Colts beat Lions. #IUFB beats Meeshigan. #Biden completes the sweep.,Positive
1231,This JUST passed... while everyone is distracted by the selection circus.  And while the Bar has no authority to decide any laws... we know where this is going.  https://t.co/6fRoS01VLz  #Election2020 #USElectionResults2020 #Trump #Biden #US #USA #vaccines,Neutral
1232,"@Rara38649358 The #Obama administration, not the #Trump administration, built the cages that hold many immigrant children at the U.S.-Mexico border. #Liberals #JoeBidensNeighborhood #JoeBiden #BlacksForTrump https://t.co/j72wofAZQx",Negative
1233,#Honk if you think #JoeBiden as #President is a scary thought.,Negative
1234,#USElections #USElection2020 #TrumpvsBiden #ElectionResults2020 #USElectionResults #trump #biden https://t.co/ZIYO0pjGzG,Neutral
1235,"@markrowantree @darrengrimes_ Even #Obama, appears to be none too keen on #Biden.  Totally cringeworthy to see #Obama out reluctantly campaigning for #Biden.  A Partick Thistle FC Nil supporter?  As a fellow Scot, I feel your pain.  I wish you well. https://t.co/OPjVz6MhbS",Negative
1236,@jimmyofflagstaf @realDonaldTrump @EricTrump And what a wonderful wife #JoeBiden  has.. Just watched her speech in Philadelphia and she's amazing.. Go Jill! #JillBiden,Positive
1237,"If you've followed me and voted or are voting for #Biden, please Retweet so I can follow you back! If you're a Resister not following me, follow and retweet so I can follow all Resisters",Positive
1238,#JoeBiden is my President too. #JoeBidenTownHall https://t.co/eebEZshjmk,Positive
1239,"@realDonaldTrump This week the President attacks #DrFauci #lesleystahl , #GovernorCumo and of course #JoeBiden...  It’s Tuesday.",Negative
1240,#essayhelp #Assignmentdue #onlineclasses #essaypay #assignmenthelp #Essaydue  WhatsApp +15512927202  #due #writerslife #write #pay #help #Paper #Someone #amwriting #EndSARS #UEL #USA #uk #TrumpMeltdown #ThursdayMotivation #ElectionResults2020 #Biden #AmericaVotes2020 #Elections https://t.co/AxrEE8uDcG,Neutral
1241,"@strategyrick Why would #China or #Ukraine, run by #corrupt crooked oligarchs hire Hunter #Biden, who speaks no Slavic or Mandarin,has no expertise in oil &amp; Gaz industry &amp; has cocaine &amp; prostitution habit? What service was Hunter Biden providing those 4N powers,since when &amp; through whom?",Negative
1242,"@jsolomonReports #Debate. We know #Biden will deny charges as false and lies. I would have a web site ready with the documents and I would tell viewers Biden is not telling the truth and go to this web site- name it. Have very pointed questions, - who is the big guy? the split with #Hunter.",Negative
1243,My article Election 2020: Joe Biden’s China Policy #Biden #China #CCP #Trump #tradewar #sanctions #tariffs https://t.co/n6e4O1VKbi,Neutral
1244,@FoxNews #JoeBiden #Harris taken down by a blind computer repair guy. Who would of thought! #cnn #trump,Negative
1245,US election results: Does #Trump or #Biden have the easier path to victory? https://t.co/e5z4i73i3V,Neutral
1246,@MichaelBerrySho Betchu a hunnit bucks #JeffreyEpstein votes for #JoeBiden.,Negative
1247,@AP The rest of us need to worry what a third term of #Obama #Biden will mean for us.,Negative
1248,BIDEN 💙2020 #Biden2020 #ElectionDay #BidenHarris2020 #Election2020 #Biden #BidenHarris2020ToSaveAmerica #BidenCares #BidenHarris,Positive
1249,Would you want to see a Trump vs Bernie debate if trump loses the election? #DebateTonight #Biden,Neutral
1250,"Arizona: Trump vs Biden. AZSen: McSally(REP) vs Kelly(DEM) Monmouth, 10/9-10/13. 502 LV. My Analysis Post: https://t.co/94b03cBZEA #Election2020 #Arizona2020 #AZ2020 #Trump #DonaldTrump #Biden #JoeBiden #SwingState  #AZSen2020 #SwingStates2020 #SwingStates #SwingState2020",Neutral
1251,Tony Bobulinski held a presser claiming Joe Biden knew about Hunter's business deals... https://t.co/peud8EhUH2 #BidenGate #Biden #JoeBiden #Bobulinski,Negative
1252,A #Biden win. A #Bills win. Hell of a great weekend!,Positive
1253,Let's get this straight.. if there's going to be an age tax on seniors is going to be from #Biden .Social Security is going to be kept by the president and protected along with Medicare and pre-existing ...stop listening to the lies of the mainstream media people!!!!!,Negative
1254,"The highest average gas price was $3.64 in 2012, which is 167% more expensive than a decade earlier. @BarackObama @JoeBiden were in office‼️ If #Biden is elected, he’ll stop #Fracking &amp; we’ll see our price at the pump &amp; heating, etc, costs⬆️‼️ (Source: https://t.co/saV72A3Y2S)",Negative
1255,"Poor #OldSickTrump, he was only given 3 stations to #Biden's 1 and #VoteBiden still BEAT #CovidiotInChief's ratings. #IBlameTrump for his terrible performance. #BidenUnitesUs. https://t.co/nv5n7yFwan",Negative
1256,"In the #2020election ,the current fight for a ""square deal"" for the average American once again highlights the differences between #Biden and #Trump. See my latest post on the issues in the presidential election. https://t.co/Ugdsb1fBJw",Neutral
1257,Will GOP contested voting process drag on longer than Dems impeachment attempt? #Elections2020 #Biden #Trump,Neutral
1258,🚨🚨🚨BREAKING: JOE BIDEN ELECTED 46TH PRESIDENT OF THE UNITED STATES - CNN CALLED IT - NBC NEWS CALLED IT - THEY CALLED IT 🚨🚨🚨  #46thPresident #JoeBiden #Election2020results #TrumpYoureFired #Pennsylvannia #ByeByeTrump https://t.co/5Oevzxmy9b https://t.co/FfsNaPIZGA,Positive
1259,#Biden Covid plan: More lockdowns!,Negative
1260,New baseline #POTUS candidate criteria: #MustLoveDogs Ready for #Champ and #Major! @JoeBiden @DrBiden #JoeBiden #JillBiden #WhiteHouseDogs 🐶🐶 https://t.co/JYNnc6k7Wq,Positive
1261,"@Jack_Blanchard_ @JuliaHB1 Why should n’t there be Jack? #biden Is tweeting his usual nonsense. All I can say is , look out America if this happens the hard left will be there in a heartbeat #harris",Negative
1262,On #AntiFascism and the #2020 #Election https://t.co/cruD5AIvZt via @PalestineChron #UnitedStates #USElection2020 #JoeBiden #DonaldTrump https://t.co/sYcyRjO45n,Neutral
1263,"IF IF IF IF IF IF #BidenHarris supporters #showUP, they'll win. #TURNOUT is key. #Biden's up in 8 of 11 battlegrounds (average +4.4). Trump's up in 3 (average +1). We need margins that are #TooBigToRig. #VOTE https://t.co/G8HrJIf1nM",Positive
1264,Seeing #Biden gain a significant lead as soon as I woke up already made my day infinitely better #ByeTrump,Positive
1265,My eyeballs are going to be so fucking clean...#KamalaHarrisVP #JoeBiden https://t.co/ayKhBC6g1s,Positive
1266,Best Case vs Worst Case: #ElectionDay #Election2020 #Election2020map #Trump #Biden https://t.co/6jBdNX9clQ,Neutral
