Tweet Number,Tweet,Sentiment
1241,"@DonaldJTrumpJr is live in Georgia, tune in here:  https://t.co/DgYjXKzmoC  #Trump #Election2020 #Elections2020",Neutral
1242,Battleground States: Election Forecast SEE MORE HERE ==&gt; https://t.co/17tvuUF1rw   #donaldtrump #covid19 #covid #coronavirus #trump #trump2020 #maga #trumprally https://t.co/iGyR4ltgnS,Neutral
1243,"@neeratanden And in a classic case of projection, intends to focus on China against his election challenger #DonaldTrump #Vote2020",Neutral
1244,"@abbydphillip #Trump is playing the Russian playbook: Destroy the integrity of democratic elections. But he, and whoever his affiliates are, can never succeed.",Neutral
1245,"#Trump, hand over the keys.",Neutral
1246,#Pennsylvania is #Trump country! #MAGA ✅🇺🇸🙏🏻 https://t.co/pl2r8LrhF6,Positive
1247,"A early #BlueWave in the presidential race, would swing states reporting later #senate votes blue  #Trump could kill the #GOPsenate",Neutral
1248,"@ndtv They change there President not approach to treat terrorist, situation will remain same for you  people 😂😂 #BidenHarris #USAelection2020 #Biden #Trump #USA #president #modi #HowdyModi",Neutral
1249,An angry MOB of trump supporters are  outside my county's post office with their flags and automatic weapons. What would happen if they were Black and Brown? This is one of the most unPATRIOTIC things I've seen. Calling yourselves patriots is a JOKE. #TrumpsAmerica #Trump #NV https://t.co/dFfOrIgaKW,Negative
1250,"What’s with idiots from other countries who feel compelled to give opinions no one cares about. They’re like little kids who want to sit at the grown up table and think offering bogus #trump propaganda will help, but being in trump’s army of ignorance just shows they’re stupid. https://t.co/zONOHuuyYB",Negative
1251,"@ASPphysician Theres too much poliyical input from the news I see coming out of the #UK, and it certainly doesnt help that a good majority of your young folks enjoy watching #Trump aka #KingNoMask or as he calls himself "" #thechosen """,Neutral
1252,"@JudgeJeanne,  was suspended this weekend --she wanted to talk about alleged voter fraud to defend #Trump this weekend;  BUT @FoxNews would NOT let her!! """"""JudgeJeanne"""""" needs to move to @Newsmax!!!  #Trump2020Landslide",Positive
1253,"In all likelihood #Trump is poorer than you, even if you include all your debts. A series of bankruptcies to protect him from the consequences of his actions are probably all that stand between him and standing in a soup line. #BubbleEconomics",Neutral
1254,More taxes to #China than to the #UnitedStatesofAmerica #DonaldTrump #wednesdaymorning https://t.co/cFte7iMrCZ,Negative
1255,"“Swamp Infection” is my choice.  If the American political saga was a TV series, what would you call it?  #america #trump #donaldtrump  #swamp #swampinfection #americanpolitics",Neutral
1256,"@MikeforWI @NewsMarkLeland Check out Wisconsin's best Trump Store at 2600s Ashland, Green Bay! We support you Captain Gallagher! Semper Fi!  #Trump2020 #Trump #Trump2020Landslide #Trump20 #MAGA #MAGA2020 #HidinFromBiden #COVID #Covid_19 #Covid19 #GreenBay #Wisconsin #vetsfortrump #womenfortrump #MikeforWI https://t.co/GLrRLktMgu",Positive
1257,My 9 month old baby has started clapping as soon as I enter the room. Should I be worried? #DonaldTrump #USElection #USPresidentialElections2020,Neutral
1258,"@natemax @McFaul Like #Trump they hide behind the American flag that #veterans fought to defend &amp; preserve the democracy it represents. Majority likely never served in the #Military &amp; are cowards. Trump convinced them he’s patriotic, but one look at Trump &amp; his family history you know better. https://t.co/x0DCuwRegC",Negative
1259,Predicting #Trump wins with 273 Electorals.  Check out the live cast tomorrow at 5 pm for a full overview of how I got to that number as well as how I think the #libertarian party will fare.  https://t.co/v0mHA4PFcK  #2020election #vote #vote2020,Neutral
1260,The only way #Trump can win is by cheating. https://t.co/xj39bpFcbW,Negative
1261,@JoeBiden Plain and simple!!! #trump,Neutral
1262,"Welcome to the #Democrat Party. Now who's the #racist? If you watch his whole video 👆the KKK gives their endorsement to Hillary, she a friend to them, what she says in public isn't how she REALLY feels &amp; says they don't like #Trump. #RacistTrump? REALTY? Get some facts. https://t.co/iutK7U9hZ3",Neutral
1263,Where is the outstanding voters came from ? Cheating everywhere ! #election #DonaldTrump #IVoted2020 #SupremeCourt https://t.co/AmBtTwoLTN,Neutral
1264,@jonathanbreslau Is your antipathy to President Trump and his administration because you know that #SutterHealth may be facing a breakup or at the very least Sutter’s  negotiating tactics which have driven up prices to consumers in Northern California will be impacted in a #Trump 2nd term?,Neutral
1265,@CDHoweInstitute @TheWilsonCenter @sandsatwilson @hainsworthtv Biden win is only beneficial to the Biden’s. #Trump win will support Canadian manufacturing. China playing by WTO rules. Will level the playing field.,Neutral
1266,#Trump: #Biden will 'listen to the scientists' if elected. #GOP and elected #Republicans are anti-science. #Vote #VoteHimOut #TrumpVirusDeathToll220K #COVID19 #COVIDIOTS  https://t.co/eMmRdIRmaS,Negative
1267,#Biden’s Lead Over #Trump in #Arizona Again Dwindles With New Ballot Numbers https://t.co/jGTg5eT8xu,Neutral
1268,"#trump couldn't put a plan together if his life depended on it. Unfortunately, too many American lives have been lost as well... https://t.co/lZcoOw5yJD",Negative
1269,"If you ever see a Trumper bragging about #Trump's pre-COVID economy, remind them of the facts... https://t.co/Wfn24F9Fft",Negative
1270,#Elections2020  #ElectionResults2020 #BreakingNews #renaldocmckenzie@bloggernews is calling #Wisconsin for @JoeBiden with 49.6% to #Trump 48.8% with 99% of the votes in &amp; a few hundred left to count. The #AP has not called this Race. The Race now stands at #Biden 248 /Trump 213. https://t.co/aw4PjAKHde,Neutral
1271,@republic #yeah #DonaldTrump incompetent against terrible...🤣  #USElections2020,Neutral
1272,Trump  blamed Democrats for the failure to reach an agreement before Nov. 3 he's idea of a big check is only for the rich  and business.   the poor still get the same that's why Democrats don't agree.  #Trump Lies https://t.co/hSOuNdMrXF,Negative
1273,The most thorough #Trump fact checker https://t.co/r6YbbxyLjG,Neutral
1274,Trump Vs Biden.... कौन होगा अगला President ? #USElection | #USAElections2020 | #USElections2020 | #USPresidentialElections2020 | #JoeBiden | #DonaldTrump @TheSamirAbbas   @DcWalaDesi https://t.co/LfXBOA265j,Neutral
1275,"#dxy after being very short at the bottom, Assets managers are retreating and buying the dip on the dollar as it did years back. Big rally coming up ?  #dxy #usd #dollar #eur #eurusd #gbpusd #trading #forex #spx #ndx #investing #vix #trump #usa #europe #cash #money https://t.co/ryWeiB5tJb",Neutral
1276,Cheaters are gonna Cheat #Trump #VoteBlueToEndThisNightmare  https://t.co/Lne29BCydM,Negative
1277,11 rallies in 4 days!! #Trump,Neutral
1278,#BREAKING: #Georgia judge dismisses lawsuit by #Trump campaign  #ElectionResults2020 https://t.co/XEgzkeFYvR,Neutral
1279,"@mmpadellan The Lone Star State has a lot of smart people, smarter than the crazies who buy into  all the #Trump spewing. #Texas has a LOT of people, even Republicans, who are clever enough to see through the “all hat and no cattle” from a loudmouth like him.  #VoteHimOut #VoteBiden now.",Neutral
1280,"@greggutfeld majority of 🇺🇸 voted 4 #Biden 💙 #Democrats personality #Elections2020 above all not vs #Trump ❤️ #GOP competence #ElectionResults 🙈🙉🙊 how ever, not personality or competence are the currency #123 and or word #ABC but much more majority #vote  &amp; that's just as well 🐣❤️🧠 https://t.co/fM3pbuFFaD",Neutral
1281,THE OREGONIAN https://t.co/PMdk2qePPn #r2p #Oregonian #Portland #Oregon #UE #USA #Obama #Biden #Trump #Coronavirus #Covid #BLM #TrailBlazers #Breakers #Mavericks #GeorgesFloyd #Sports #Epstein #Beirut #Pence #KamalaHarris #USPS #Kenosha #JacobBlake #DanielPrude #AmyConeyBarrett https://t.co/Hdfg1zv70p,Neutral
1282,#Trump is winning,Positive
1283,@RVAT2020 @MilesTaylorUSA Fear #Trump in the #Whitehouse 2016-2024 https://t.co/vINTVUErlj,Negative
1284,@FallonTonight #Trump goes on and on #Qannon,Neutral
1285,#Trump is nothing more than a Harold Hill,Neutral
1286,"Oh hey, we're at the ""mention peoples' names and maybe force them to come up on stage and compliment him"" part of the #Trump rally. We have to be at least halfway through, right?",Neutral
1287,'@realDonaldTrump is poles apart from spelling': Netizens troll US President  #DonaldTrump #USAElections2020  https://t.co/FZINqHRaTU,Neutral
1288,New audio tapes show how Trump bet against science - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus https://t.co/v5kpc8Zy0a,Neutral
1289,#b2b #ElectionResult2020 #eleccion2020 #FridayThoughts #leadgen #leadgeneration #marketing #DonaldTrump #GetWellSoonYoongi Check out my Gig on Fiverr: find b2b lead generation for targeted business https://t.co/MqY8SdPWDK,Neutral
1290,Keep finger fucking ur mask. Excatly what ur not supposed to do. Go back to the basement and learn how to yes a mask. #PresidentialDebate2020 #MAGA #Trump,Negative
1291,#Florida #JohnCornyn #kellyloeffler #Trump #LindseyGraham #JohnJames #Davidperdue #JoniErnst #susancollins #stevedaines #gregabbott #Rondesantis #MAGA GOP Herd Immunity Spikes #TheView #thomtillis #MitchMcConnell #MorningJoe Pro-Life? Fire #Fauci 😳🤬?? #Ttuberville #Texas https://t.co/6PvTsj3AUf,Negative
1292,All #iowans are more concerned about #PresidentTrump getting press coverage for his #Nobelprizenomination than they are about their farms.  Everybody knows that. Just ask the #MAGA crowd. They’ll tell u. The #FakeNews would rather cover life threatening weather instead of #Trump https://t.co/miIw53I99z,Neutral
1293,Ok wf is happening y’ll are supporting trump now i thought tweeter is a place of educated ppl #Trump2020LandslideVictory #Trump #Elecciones2020,Neutral
1294,@nayeovoir sim  #AFazenda12 #AFazenda2020 #Election2020results #Trump #ByeByeTrump #VaiDarVasco https://t.co/3YYCURt8GW,Neutral
1295,"@hakeem_jeffries The Rosenbergs are executed but #trump, #Barr, #Giuliani and the #GOP SENATORS ARE FREE? How?",Neutral
1296,@KaivanShroff @SistahScholar @60Minutes Who cares. #trump can attack him again.,Negative
1297,I'll be there! Tune in tonight! #backdategate #stopthesteal #fightthefraud #protectthevote #keepamericagreat #donaldtrump #IStandWithTrump #exposeusps #SpoiledBallots https://t.co/DgHE5ACf7c,Neutral
1298,After that statement from #DonaldTrump is it likely that he has admitted defeat? #ThePresidentIsACrybaby #Election2020 #ElectionDay,Neutral
1299,WHERE TF IS KEN BONE WHEN WE NEED HIM #MAGA #PresidentialElection #trump #biden #Nevada2020 #SharpieGate,Neutral
1300,"At the end of the day, Biden did not run a very good campaign.  #biden #trump #Election2020",Neutral
1301,President Trump has “travelled to one of his golf ... https://t.co/x2YEKPYN9N  #Trump  #TrumpvsBiden  #TrumpvsBiden https://t.co/WdXyPwBxO4,Neutral
1302,"UPDATE on US election for the UK. So far Trump has won 13 states. Looking good! #4MoreYearsFor45 The demonic dems have been vote rigging AGAIN, and now facing action from the police. #Trump2020Lanslide #Trump #TrumpvsBiden @HHepplewhite @tesssummers98 @SkyNews",Positive
1303,WHY WONT #Trump JUST DENOUNCE WHITE SUPREMACY ALREADY!?! WHAT IS HE WAITING FOR????! ~~~~~~~~ 38 Times President Trump Has Condemned Racism and White Supremacy https://t.co/M4F0n8SAi7,Neutral
1304,Republican senator #BenSasse from Nebraska is breaking with #Trump. You will probably see more defections if the polls keep showing that the #GOP is badly trailing the democrats. https://t.co/0jc0ZuC8Fm,Neutral
1305,A MUST READ!! Russian Mob Guy tied to Russian Dmitry Firtash and #LevParnas and Guiliani and to President #Trump has Plead Guilty in SDNY to Lying to the US Gov’t.   Read @ericgarland threads ....... #UNMAGA https://t.co/Gez0q5o7ZR,Neutral
1306,"@CNNPolitics You’re going to fact check Biden on this after it’s been proven #trump has lied to the American people well over 20,000 times??!!  Priorities.  #TrumpLied200KAmericansdied #TrumpLies",Negative
1307,Too Soon? #POPquiz #Trump #Biden #SundayThoughts https://t.co/2T8x5IHDUJ,Neutral
1308,#Trump #Trump2020 #4MoreYears @realDonaldTrump @MarkSimoneNY @seanhannity @DonaldJTrumpJr https://t.co/mHLnq7MvLk,Positive
1309,#DonaldTrump call girl ... sold her soul to the devil https://t.co/gFqpdXfJDN,Negative
1310,"#MAGA2020 #MAGA #Trump We used to call them DWEEBS when I was in school- young men(using the term loosely) having nothing better to do with their time , traveling hundreds of miles, opening themselves to getting a viral disease without  a vaccine or cure 1 of 2",Neutral
1311,Hmm they say the people in a democracy deserve their president... let's hope they heed his words &amp; choose wisely #MartinLutherKingJr  #Trump #BidenHarris2020 #ElectionDay #Elections2020 #ElectionDay #VoteLikeYourLifeDependsOnIt #VoteResponsibly https://t.co/zGcdgIuR2p,Neutral
1312,"Is this happening 2 anyone-I keep having 2 go back &amp; retweet a tweet. And all throughout my time on TWITTER I’ve wondered why people would just like a tweet and not retweet it, because the likes are always 3 or 4 times more than the retweets! OPEN your eyes! #FIGHT4FREEDOM #TRUMP",Neutral
1313,#Trump #TrumpRallies #VoteRedForFreedom https://t.co/YGc7304Ybh,Neutral
1314,@hwinkler4real There was talk about this from a guest on CNN recently who said #trump crammed the socialist theory down their throat for 4 years.  She said it became baked in them.,Neutral
1315,#Trump's buddy #Putin orders #MandatoryMasks because of the #Covid19 surge. But why is #CovidKim afraid of it? Is she afraid she will be called a #Communist? Or will people label her with other choice words? #IaPolitics #IaGov #Covid19IA https://t.co/rMCByYq4rZ,Neutral
1316,#LIVE: BIDEN IS PRESIDENT 🗣🗣🗣 w/ @AYOVNGGOD. Subscribe to Lilo Y Stitch on Happs for exclusive content: https://t.co/iO4JXiqWWs #NetworkOfNow #Elections2020 #Biden2020 #ElectionDay #blm #trump #maga https://t.co/L1C9PDZCUj,Neutral
1317,"Go on, Melania. Do it. Make sure he sees.  #Trump #Votehimout https://t.co/IHSuHNgwp9",Neutral
1318,@AynRandPaulRyan I bet some little girl will find a note in a bottle on the shores of the Gulf of Mexico &amp; note will list a number of #Republican Senators that kind of think #trump is over the top and should possibly be defeated. They possess the courage of an executioner. #VoteBidenHarris2020,Neutral
1319,@CDPatriot @GeorgeTakei 1984 i dont recall i remember saying i like this guy and the other guy just keeps talking spit  #Biden is only trying to copy #Trump but adding back the #Dems #SOCIALISM and wrecking the country  glad to see #Trump on #MSM uninterupted #uncensored #unchained #MAGA #USA #NBC,Neutral
1320,"“Trump’s rejection of scientific advice on the pandemic has already drawn bipartisan condemnation.” Please, believe science. #science #ScienceMatters #MAGA2020 #TRUMP2020ToSaveAmerica #fact #FactsMatter #trump #TrumpPence2020 #DonaldTrump  https://t.co/NAP2WuWMoS",Neutral
1321,"@lexasmithx Shoutout to all of you #Losers - especially #Ohio 👀- too ashamed to admit your support for #Trump, so lied about your #Biden support to #Pollsters. You failed anyway. Are you proud of #AmericasGreatestMistake ? #60Minutes #TrumpSupporter #CountryOverParty https://t.co/NSrasoVqyb",Negative
1322,#Trump #townhall #lies #fact #checked: #Qanon; #Biden #tax increase; #health-insurance #preexistingcondition; #economy. https://t.co/mP3D355Hqk,Neutral
1323,#Trump #Epstein #Maxwell  Mar A Lago Hotel Workers and Club Member Teenage Girls Sex Trafficking Connection  #Maxwell Has Something To Say https://t.co/o0EmBy3eTv,Neutral
1324,"@GOP and #Trump are claiming a Red WAve is coming tomorrow, so we in #Demcast #TheResistance must get ALL OF OUR PEOPLE to the polls, have a HUGE DAY so we and @JoeBiden win straight out on Election Night. https://t.co/XeWInzttcr",Neutral
1325,Thanks you #Election2020 ..this song stuck in my head. #ymca #villagepeople #Trump #joebiden  Full video on YouTube https://t.co/T6cN8Lbzgq https://t.co/UFS9QDmnGX,Neutral
1326,This is today’s GOP. #trump #gop #maga #Election2020 #VoteBlue2020 #RememberinNovember #VoteThemAllOut  VOTE BLUE. https://t.co/7rreL3qJKG,Neutral
1327,There's no hiding it anymore and no going back to the way things were...  The Media Openly HATES Trump Voters  #Trump2020 #Trump #JoeBiden #election2020  https://t.co/KwBOJ9KW9L https://t.co/YVCTvRh7Lw,Neutral
1328,#trump we love you president https://t.co/FLWmiF1h1G,Neutral
1329,"Groucho? Or Karl? Marx would be disappointed you confuse your -isms. Propagandists &amp; dictators confuse them also. Worried about the proletariat triumphing over the bourgeoisie? 🤣 No, we are voting #BidenHarris to RESTORE #Democracy &amp; SAVE our country, get rid of #tRump grifters https://t.co/kXFqVxD33o",Neutral
1330,"The Democrats keep attacking Trump, you would think they might actually be profiting from this?  #trump #Democrats #Biden2020ToSaveAmerica  https://t.co/v6g0x22x0z",Negative
1331,The  Supreme Court Of the United States: Recount or revote the entire 2020 presidential election - Sign the Petition! https://t.co/HjiSRnStFQ via @Change #fraud #recount #Election2020 #trump #DefendTrump #Recount2020 #savetheelection #stopthesteal #republicans #Trump2020 #fight,Neutral
1332,"First #ChelseaHandler promised #50cent some #BootyOnDemand, if he denounced #POTUS45 ; now THIS genius wants us to support #SleepyJoe, so she can lay up with somebody. Why yawll doing the most degrading things to influence voters? Yawl are THAT desperate to remove #Trump? https://t.co/oHEeeD9VEs",Positive
1333,All #Trump is saying &amp; I get it. Wants fair truth of votes not lies about your votes turned into lies for someone else.,Negative
1334,"""Especially any female"" - your racist AND sexist president, #Trump, today. Please #vote. https://t.co/yXsR4ah8ct",Negative
1335,"@GOP @realDonaldTrump SUCH BS, ALWAYS PLAYING TAXPAYER FUNDED GOLF AT YOUR #TRUMP MONEY LOOSING PROPERTIES! WERE CRITICALLY ILL &amp; HOSPITALIZED FOR #COVID19 YOU CONTRACTED BY IGNORING @CDCgov GUIDELINES!#COVID19 PREVENTS YOUR PLAYING TAXPAYER FUNDED GOLF! #BidenHarris2020 #VetsForBiden #TrumpIsLosing",Neutral
1336,Latest #DonaldTrump #JoeBiden #USAelection2020 https://t.co/ICKuXzzOPh,Neutral
1337,"Community #Poll #Elections2020  Could a losing-#Trump, in a moment of sheer panic + utter desperation,  ...ever resort to using the U.S. military against ""we the people,"" by claiming #ElectionFraud?  -OR-  ...manufacture a @FEMA-level ""national emergency""  to remain in power?",Neutral
1338,"#@realDonaldTrump #ElectionResults2020 #Trump #2020Election #MailInBallots #VoterFraud #StopTheSteal Great thread voter fraud, election corruption and possible remedies from @shipwreckedcrew a former federal prosecutor 15+ years. 👇 https://t.co/xf8BaKxV3b",Neutral
1339,"@Alyssa_Milano @WordswithSteph @RepRaskin No to Trump ☠️☠️ #Pennsylvania2020 #CrimesAgainstHumanity He left his supporters abandoned after the Rally's!☠️☠️☠️ #TrumpTerrorism #Trump is a selfish, poisonous con!☠️☠️☠️ He doesn't care about his #TrumpSupporters ☠️☠️ #TrumpVirusDeathToll230K #TrumpCrimeFamily #DonTheCon",Negative
1340,"update: RAW STORY: town hall stunt backfires: The president made the WRONG choice when he REFUSED to appear for a virtual face-off against Joe Biden (October 16, 2020; 21:05 HKT) #DONALDTRUMP #DRUMPF #TRUMP #FAIL",Neutral
1341,@RaheemKassam @SaraBoschiJones @realDonaldTrump Mr. President #Trump You must formally announce your winning states &amp; announce that you saved the presidency. This should be your strategy. don’t stay on the defensive statuses,Neutral
1342,"@realDonaldTrump Don't let him have it unless you're on his side! Vote recast, verifiably! #StopTheSteal #Trump2020 #Trump #USA #Melbourne #Victoria",Neutral
1343,#Trump #TrumpCrimeFamily https://t.co/7tPeCA0aJb,Neutral
1344,Journalist konfrontiert #Trump https://t.co/cc9YKI4xuk,Neutral
1345,I’d say suck my dick #DonaldTrump but I don’t want that and you deff don’t deserve that kindness - #Biden2020,Neutral
1346,"#SocialSecurity #Medicare  are the working class pension if you will. #Trump payroll taxcuts DISMANTLE SOCIAL SECURITY/MEDICARE. HE RELABELED IT TO FOOL HIS BASE. YOUR ELDERS WILL HAVE NO HC, NO MONTHLY STIPEND IF HE STEALS A 2ND TERM &amp; CUTS R PERMANENT. #VOTEJOE FOR UR LIVES https://t.co/xwGDsUuit6",Neutral
1347,Wether you are #Democrat #Republican #Independent or something else... If you care about the #2ndAmendment please understand #JoeBiden is going to take away your right to defend yourself and your family.  #Trump will protect the #2A  #MolonLabe #NRA @NRA. https://t.co/5Mu2bA6xkI,Neutral
1348,"Trump maintains bank account in China, says NY Times https://t.co/9XLr04impQ #China #Trump #Business",Neutral
1349,@BreakfastNews @kelliwardaz @mjrowland68 you just want to slap them across the face dont you.  Every single thing he has done is geared by #Putin so #Trump can put one of his lice ridden hotels there. Oh and to punish ppl for no other sin than being alive.  HOW DO THEY THINK HE'S DONE A GOOD JOB???,Neutral
1350,#Election2020 #ElectionDay #ElectionResults2020 #Trump #Biden https://t.co/nieOoCQgOg,Neutral
1351,Erzbischof Carlo Maria #Vigano in offenem Brief an Präsident #Trump! https://t.co/12auBhnmTk via @YouTube,Neutral
1352,"@jimmyfallon @JLo @icecube @50cent @chelseahandler @kirstiealley @AntonioSabatoJr @RealDeanCain @TheRock @ScottBaio @kayleighmcenany   @realDonaldTrump @DevinNunes  #TrumpToSaveAmerica DOWN WITH THE DEEP STATE, CORRUPT DEMOCRATS. #TRUMP IS FOR THE PEOPLE https://t.co/DLep55VsBw",Neutral
1353,I honestly thought this was a #Trump attack ad. https://t.co/fnIaCoHEkl,Neutral
1354,@thedelitesite A lot can happen if the results of the #Presidential #election takes more than a week to find out the winner. Read my nonfiction #book HUMAN ERROR that’s documents #NYC #voter &amp; #election #fraud.#Trump #Biden #November  https://t.co/Ofzp2zdNR2,Neutral
1355,"#KamalaHarris showed up to Harass Voters at the polls,it Illegal why is she not being arrested . #Trump 2020 https://t.co/XWUi1syIWe",Neutral
1356,@Guzeli_hos Lol ... wait and watch .. #Trump #winning,Neutral
1357,@ScottWalker @realDonaldTrump #Wisconsin #Wisconsin2020 #Trump Voters: It's Ok to change your mind. We did. #RVAT2020 #RepublicansForBiden #VoteAgainstTrump #RepublicansAgainstTrump #VeteransAgainstTrump The #RVAT Closing Ad https://t.co/DtIotOpt3w,Neutral
1358,"It REALLY does! I heard #Hunter’s hard drive has an email implicating #Trump in the murders of #MLK, #JFK, #JFKjr and #Lincoln! Release the email!😂😂😂😂😂😂😂😂😂😂😂 https://t.co/TQ0XGT93i1",Neutral
1359,"@ARTEfr ""the amarican nightmare"", plutôt !!!!!!!!!!!!!!! mdr #Trump",Neutral
1360,@realDonaldTrump  US is in top 2. #PresidentialDebate2020 #DonaldTrump #PresidentialDebate2020 # https://t.co/AKMvYvaKIT https://t.co/kZec0Ztj6G,Neutral
1361,#Trump resale value of loans with Deutsche Bank falling by the second ....... the Germans always pay in the end.  #VorsprungDurchTechnik,Neutral
1362,"@morningmika #DebateTonight #Trump missed the last gimme question, “if elected What wud u say to those who didn’t vote for u” while #Biden didn’t, cuz it’s not within #POTUS45 to feel it, believe it or even say that he’d be Pres of everyone. It wud be too big a lie even for him! #Character!",Neutral
1363,"Any time a #Trump hater wraps some lame point in the empty reference of “the Republicans I’ve spoken to,” please remember that these people tend to hang out with crappy Republicans. https://t.co/Ee2hxXsvMr",Neutral
1364,#Vote #JoeBidenKamalaHarris2020 !!!😎😎😎😎😎😎😎  Dump #Trump #TrumpCrimeFamily #TrumpsTheBiggestLiarEver #TrumpTaxes #TrumpRussiaCollusion #TrumpRussia #TrumpIsANationalDisgrace #TrumpTownhall failure! #TrumpCovid19 NO#Trump2020Landslide !! 👺👺👺👺👺👺👺👺 https://t.co/naYEBMBggQ,Neutral
1365,#BernieBros #progressives  You must all vote for #Trump2020Landslide  The #DNC has raped you for the last time! #Trump2020 will defeat this demigorgon and it will finally die......the rot at the center. Vote #Trump now. Help save our country and our world!!!,Neutral
1366,@atrupar Is this not front-page headlines everywhere? #Trump told the Truth ONCE!,Neutral
1367,"FACT CHECK that BIDEN IS A BIG FAT LIAR since the MEDIA WON’T DO IT FOR  U... Take 1 min, look at facts rather than headlines. #Trump #Biden https://t.co/f55KPwfUi2",Neutral
1368,@ddale8 there's still time to cancel &amp; back out #DonaldTrump,Neutral
1369,@aviagrafik @Dorothy3737 I started out watching @SkyNews - because @CNN is harder to stream - it keeps ‘buffering’ and then has long periods of blank screen for UK while ads are streamed for US viewers. Didn’t take me long to get pissed off with the patronising pro #Trump coverage. So I moved on to @CNN,Neutral
1370,#Democrats destroy #America  #Trump puts #AmericaFirst https://t.co/rb4akyVxsH,Neutral
1371,@IAmDawnM @glennkirschner2 I think it'll probably go to them but I can't believe that they're satisfied with the way #trump is taking the country.,Neutral
1372,Trump speaking at one of his rallies casually mentions Joe Biden being assassinated if he becomes president.  America and Democracy are 2 words that don't go together under Trump.  #DonaldTrump #MAGA #TrumpsTerrorists,Negative
1373,"@JCMorrisn Thanks for your great interview with @alisonsiefert.  She's an articulate evangelical who can explain why she supported #Trump in 2016 and why she's now voting for #BidenHarris2020 As another evangelical, I was very happy to hear her speak. #evangelicalsAGAINSTtrump",Neutral
1374,Jerusha Duford — Billy Graham’s granddaughter — is an evangelical opposed to #Trump. In a new ad - she encourages Christians to vote for Joe Biden. Her uncle Franklin Graham is one of Trump’s most prominent backers on the Christian right. #NotOurFaith #PAC  #Bipartisan @CBS46 https://t.co/trAdR3X5SU,Neutral
1375,The world feels a little bit saner this morning. 2020 is indeed a time of great transformations and the end of certain eras. #bidenharis2020 #TunM #Trump,Neutral
1376,"He will be locked up, hopefully.  #Election2020 #Trump #Trump2020 #Vote2020",Neutral
1377,Can #Biden eben hope to garner enough support against #Trump,Neutral
1378,Whoever wins I don’t think it’s going to be a “landslide” like both sides have been tweeting since primaries lol I am physically ill rn. Lol #Trump #Biden,Neutral
1379,#YMCA #TRUMP #TrumpDance #MAGA2020LandslideVictory #MichiganForTrump https://t.co/HIOA9KYSZB,Neutral
1380,#Protesters play #DemiLovato’s ‘Commander In Chief’ to bash #DonaldTrump outside White House  #TheNews #USAElection2020 #Election2020,Neutral
1381,Did i just hear #Biden bless the 15 people at his rally and the US troops but NOT the USA?  He just took #GOD out of the speech. He claims to be a Catholic although he’s been excommunicated and now he forgets God? What a phony and now he’s calling the #Trump supporters chumps?,Negative
1382,"@Charlieleduff Not sure proud is a word I'd use for almost 50% of #Americans voting for #trump a #racist, #covid-19 murdering, #pussygrabbing #psychopath. Yeah proud isn't a the word that comes to mind.",Negative
1383,"..IT UP, @emmadaylight13 &amp; @TSlifestyle13: ""#SUNSHINE"" just began via ""#TWINS RULE THE WORLD"" at LITERALLY THE EXACT TIME i sent the last tweet--#trump is SO FUCKING GONE, @austinswift7!! 😽💗✨ #WEmakethefuckingcall https://t.co/qU9eUBwl49",Neutral
1384,#MAGA2020 Latinos for #Trump #Biden is corrupt https://t.co/RmNBM85K8Y https://t.co/mWBe5z4C38,Neutral
1385,"Watch | Law Expert on #Immigration &amp; the U.S. #Election Featuring our very own @saharazizlaw  ""#Biden has a very extensive plan on immigration..about what he's going to do different...and it's the polar opposite of what #Trump has done""  @cgtnamerica@NIJC https://t.co/mPWKk7L9rG https://t.co/A1WHNSEVnx",Neutral
1386,"#Trump won because Russia intervened, But if #Biden win it has nothing to do with China, Shithole countries, America voted.",Neutral
1387,#Trump... x. #Vote2020  Not the Nine O'Clock News - Reagan https://t.co/ryxfNicKe2 via @YouTube,Neutral
1388,"#BREAKING : #Elections2020 #UPDATE : (12:15 GMT) -------- #GEORGIA (99%): #Trump = 2,445,539 votes(49.4%) #Biden = 2,441,904 votes(49.3%) --------- @realDonaldTrump @JoeBiden @TeamJoe @TeamTrump #elections #TrumpvsBiden #ElectionResults2020",Neutral
1389,"Off he went with a trumpety-trump, trump, trump #trump! https://t.co/PEAcG9r3EG",Neutral
1390,@realDonaldTrump @realDonaldTrump be #tweeting #LateNight like...  U up? 😜  And I’m here for it❤️🙌🏼🇺🇸 #LateNightTexts  #Trump2020 #KAG #POTUS #AmericaFirst #MAGA2020 #USA #Trump #Biden #weezy #RedWave #BidenCorruption #GOAT #TrumpLandslideVictory2020 #2020Election #4MoreYears #Vote2020 #VOTE,Neutral
1391,"No matter what happens in the #usaelections2020 , Cannabis Energy Drink is always ready to deliver great tasting energy! See the results as they develop: https://t.co/d0tl5RkZQv #usa #elections #trump #biden #ready #delicious #awards #winning #cannabis #green #energy https://t.co/9n2qKRXN0l",Neutral
1392,NEW LINK: Trump Wants More Asylums    and Some Psychiatrists Agree (Published 2018) https://t.co/c31y2lagZb #trump #wants #more #asylums # # # #and #some #psychiatrists #agree #,Neutral
